token_id,sequence_id,region_id,x,y,tier_id,size
77403,2,2,540,316,1,50
77463,2,2,600,316,1,50
77512,2,2,527,317,1,50
77639,2,2,532,318,2,50
77702,2,2,595,318,4,50
77880,2,2,531,320,4,50
79082,2,2,562,330,1,50
79396,2,2,557,333,1,50
79397,2,2,558,333,1,50
80143,2,2,549,341,1,50
80499,2,2,507,346,3,50
80579,2,2,511,347,4,50
80795,2,2,507,350,2,50
80812,2,2,524,350,1,50
80946,2,2,516,352,1,50
80955,2,2,525,352,2,50
81384,2,2,568,358,2,50
81700,2,2,515,364,1,50
83525,2,2,507,422,1,50
83657,2,2,483,425,2,50
83705,2,2,479,426,2,50
84493,2,2,500,439,2,50
84736,2,2,490,443,2,50
84820,2,2,513,444,1,50
84966,2,2,476,447,1,50
85009,2,2,461,448,1,50
85184,2,2,465,451,3,50
85370,2,2,468,455,1,50
85524,2,2,467,459,2,50
85526,2,2,469,459,3,50
86103,2,5,547,467,1,50
86320,2,5,589,469,1,50
87116,2,5,613,476,1,50
87243,2,5,621,477,1,50
87594,2,5,577,480,2,50
87734,2,5,583,481,1,50
87772,2,5,621,481,2,50
87864,2,5,578,482,1,50
88272,2,5,578,485,1,50
88286,2,5,592,485,2,50
88582,2,5,608,487,1,50
88734,2,5,621,488,1,50
88740,2,5,627,488,2,50
89412,2,5,617,493,2,50
89554,2,5,624,494,2,50
90076,2,5,618,498,1,50
90096,2,5,452,499,1,50
90172,2,5,583,499,1,50
90174,2,5,585,499,3,50
90222,2,5,633,499,1,50
90428,2,5,581,501,1,50
91554,2,5,539,510,2,50
92727,2,5,545,519,1,50
93418,2,5,577,524,1,50
93835,2,5,560,527,1,50
94054,2,5,621,528,1,50
95753,2,5,530,539,2,50
96117,2,5,613,541,3,50
96868,2,5,570,547,2,50
97129,2,5,578,549,1,50
97242,2,5,567,550,2,50
97402,2,5,604,551,2,50
97492,2,5,572,552,3,50
97858,2,5,577,555,1,50
97865,2,5,584,555,1,50
97985,2,5,586,556,1,50
98772,2,5,590,563,4,50
99851,2,5,579,575,3,50
1904,3,6,211,130,1,50
2639,3,6,223,143,3,50
3246,3,6,218,156,2,50
3619,3,6,177,165,1,50
4128,3,6,171,175,1,50
4918,3,6,185,190,2,50
5154,3,6,182,194,2,50
5181,3,6,209,194,2,50
5530,3,6,175,199,4,50
5808,3,6,196,202,1,50
5975,3,6,188,204,1,50
6142,3,6,180,206,2,50
6219,3,6,171,207,4,50
6393,3,6,171,209,4,50
6480,3,6,172,210,1,50
6566,3,6,172,211,3,50
7580,3,6,180,223,1,50
7706,3,6,216,224,2,50
7795,3,6,214,225,1,50
7850,3,6,179,226,1,50
7853,3,6,182,226,3,50
7912,3,6,241,226,2,50
7965,3,6,204,227,1,50
8384,3,6,192,232,1,50
8388,3,6,196,232,2,50
8474,3,6,199,233,1,50
8700,3,6,184,236,1,50
8804,3,6,209,237,2,50
8861,3,6,187,238,1,50
8876,3,6,202,238,1,50
9115,3,6,196,241,1,50
9287,3,6,199,243,2,50
9289,3,6,201,243,3,50
9732,3,6,207,248,2,50
10570,3,6,174,257,2,50
11512,3,6,173,266,2,50
11624,3,6,177,267,2,50
11922,3,6,148,270,1,50
11978,3,6,204,270,2,50
12110,3,6,228,271,2,50
12625,3,6,210,276,3,50
12722,3,6,202,277,2,50
13026,3,6,200,280,1,50
14089,3,6,221,292,1,50
14954,3,7,766,401,1,50
15018,3,7,765,402,1,50
15074,3,7,756,403,4,50
15092,3,7,774,403,1,50
15438,3,7,789,408,4,50
15961,3,7,752,417,1,50
16124,3,7,740,420,1,50
16126,3,7,742,420,3,50
16759,3,7,772,429,1,50
16838,3,7,778,430,1,50
17200,3,7,775,435,1,50
17495,3,7,740,439,1,50
18820,3,7,711,453,2,50
20082,3,7,671,462,2,50
20214,3,7,673,463,1,50
20324,3,7,828,463,1,50
21150,3,7,775,470,1,50
21649,3,7,775,474,2,50
22769,3,7,830,482,3,50
23249,3,7,668,486,2,50
23364,3,7,828,486,1,50
23523,3,7,830,487,2,50
23788,3,7,774,489,1,50
24288,3,7,769,492,1,50
24471,3,7,783,493,3,50
24615,3,7,756,494,1,50
24798,3,7,766,495,1,50
24992,3,7,783,496,3,50
25565,3,7,804,499,1,50
26063,3,7,767,502,2,50
26405,3,7,766,504,1,50
26777,3,7,807,506,1,50
27822,3,7,756,514,1,50
27970,3,7,759,516,3,50
28026,3,7,761,517,4,50
28078,3,7,762,518,3,50
28165,3,7,755,520,1,50
28283,3,7,753,523,2,50
28545,3,7,761,533,1,50
30476,3,3,848,262,3,50
